1,1/2,1/3,1/4,1/5,1/6,1/7,1/8,1/9,1/10,1/1129.82070677276
3,1/5,1/6,2/8,1/10,1/10.536075
3,1/5,1/6,1/8,1/10,2/16.549832475
3,1/5,1/6,2/8,1/10,2/11.115559125
3,1/5,1/6,1/8,1/9,1/24.707095875
3,1/5,1/6,2/8,1/9,1/16.594318125
3,1/5,1/6,1/7,1/10,1/11.090376
3,1/5,1/6,1/7,2/10,1/9.704079
3,1/5,1/6,2/7,1/10,1/7.44876
3,1/5,1/6,2/7,2/10,1/6.517665
3,1/5,1/6,1/7,1/10,2/11.70034668
3,1/5,1/6,1/7,2/10,2/10.237803345
3,1/5,1/6,2/7,1/10,2/7.8584418
3,1/5,1/6,2/7,2/10,2/6.876136575
3,1/5,1/6,1/7,1/9,1/17.4673422
3,1/5,1/6,1/7,2/9,1/15.283924425
3,1/5,1/6,2/7,1/9,1/11.731797
3,1/5,1/6,2/7,2/9,1/10.265322375
3,1/5,1/6,1/7,1/8,1/11.9221542
3,1/5,1/6,1/7,2/8,1/10.431884925
3,1/5,1/6,2/7,1/8,1/8.007417
3,1/5,1/6,2/7,2/8,1/7.006489875
3,1/4,1/8,1/9,1/10,1/52.14825
3,1/4,2/8,1/9,1/10,1/19.36935
3,1/4,3/8,1/9,1/10,1/25.32915
3,1/4,1/8,1/9,1/10,2/55.01640375
3,1/4,2/8,1/9,1/10,2/20.43466425
3,1/4,3/8,1/9,1/10,2/26.72225325
3,1/4,1/7,1/9,1/10,1/36.8676
3,1/4,1/7,2/9,1/10,1/32.25915
3,1/4,2/7,1/9,1/10,1/13.69368
3,1/4,2/7,2/9,1/10,1/11.98197
3,1/4,3/7,1/9,1/10,1/17.90712
3,1/4,3/7,2/9,1/10,1/15.66873
3,1/4,1/7,1/9,1/10,2/38.895318
3,1/4,1/7,2/9,1/10,2/34.03340325
3,1/4,2/7,1/9,1/10,2/14.4468324
3,1/4,2/7,2/9,1/10,2/12.64097835
3,1/4,3/7,1/9,1/10,2/18.8920116
3,1/4,3/7,2/9,1/10,2/16.53051015
3,1/4,1/7,1/8,1/10,1/25.1636
3,1/4,1/7,2/8,1/10,1/22.01815
3,1/4,2/7,1/8,1/10,1/9.34648
3,1/4,2/7,2/8,1/10,1/8.17817
3,1/4,3/7,1/8,1/10,1/12.22232
3,1/4,3/7,2/8,1/10,1/10.69453
3,1/4,1/7,1/8,1/10,2/26.547598
3,1/4,1/7,2/8,1/10,2/23.22914825
3,1/4,2/7,1/8,1/10,2/9.8605364
3,1/4,2/7,2/8,1/10,2/8.62796935
3,1/4,3/7,1/8,1/10,2/12.8945476
3,1/4,3/7,2/8,1/10,2/11.28272915
3,1/4,1/7,1/8,1/9,1/39.63267
3,1/4,1/7,2/8,1/9,1/34.67858625
3,1/4,2/7,1/8,1/9,1/14.720706
3,1/4,2/7,2/8,1/9,1/12.88061775
3,1/4,3/7,1/8,1/9,1/19.250154
3,1/4,3/7,2/8,1/9,1/16.84388475
3,1/4,1/6,1/9,1/10,1/48.75255
3,1/4,1/6,2/9,1/10,1/32.74425
3,1/4,2/6,1/9,1/10,1/18.10809
3,1/4,2/6,2/9,1/10,1/12.16215
3,1/4,3/6,1/9,1/10,1/23.67981
3,1/4,3/6,2/9,1/10,1/15.90435
3,1/4,1/6,1/9,1/10,2/51.43394025
3,1/4,1/6,2/9,1/10,2/34.54518375
3,1/4,2/6,1/9,1/10,2/19.10403495
3,1/4,2/6,2/9,1/10,2/12.83106825
3,1/4,3/6,1/9,1/10,2/24.98219955
3,1/4,3/6,2/9,1/10,2/16.77908925
3,1/4,1/6,1/8,1/10,1/33.27555
3,1/4,1/6,2/8,1/10,1/22.34925
3,1/4,2/6,1/8,1/10,1/12.35949
3,1/4,2/6,2/8,1/10,1/8.30115
3,1/4,3/6,1/8,1/10,1/16.16241
3,1/4,3/6,2/8,1/10,1/10.85535
3,1/4,1/6,1/8,1/10,2/35.10570525
3,1/4,1/6,2/8,1/10,2/23.57845875
3,1/4,2/6,1/8,1/10,2/13.03926195
3,1/4,2/6,2/8,1/10,2/8.75771325
3,1/4,3/6,1/8,1/10,2/17.05134255
3,1/4,3/6,2/8,1/10,2/11.45239425
3,1/4,1/6,1/8,1/9,1/52.40899125
3,1/4,1/6,2/8,1/9,1/35.20006875
3,1/4,2/6,1/8,1/9,1/19.46619675
3,1/4,2/6,2/8,1/9,1/13.07431125
3,1/4,3/6,1/8,1/9,1/25.45579575
3,1/4,3/6,2/8,1/9,1/17.09717625
3,1/4,1/6,1/7,1/10,1/23.52504
3,1/4,1/6,1/7,2/10,1/20.58441
3,1/4,1/6,2/7,1/10,1/15.8004
3,1/4,1/6,2/7,2/10,1/13.82535
3,1/4,2/6,1/7,1/10,1/8.737872
3,1/4,2/6,1/7,2/10,1/7.645638
3,1/4,2/6,2/7,1/10,1/5.86872
3,1/4,2/6,2/7,2/10,1/5.13513
3,1/4,3/6,1/7,1/10,1/11.426448
3,1/4,3/6,1/7,2/10,1/9.998142
3,1/4,3/6,2/7,1/10,1/7.67448
3,1/4,3/6,2/7,2/10,1/6.71517
3,1/4,1/6,1/7,1/10,2/24.8189172
3,1/4,1/6,1/7,2/10,2/21.71655255
3,1/4,1/6,2/7,1/10,2/16.669422
3,1/4,1/6,2/7,2/10,2/14.58574425
3,1/4,2/6,1/7,1/10,2/9.21845496
3,1/4,2/6,1/7,2/10,2/8.06614809
3,1/4,2/6,2/7,1/10,2/6.1914996
3,1/4,2/6,2/7,2/10,2/5.41756215
3,1/4,3/6,1/7,1/10,2/12.05490264
3,1/4,3/6,1/7,2/10,2/10.54803981
3,1/4,3/6,2/7,1/10,2/8.0965764
3,1/4,3/6,2/7,2/10,2/7.08450435
3,1/4,1/6,1/7,1/9,1/37.051938
3,1/4,1/6,1/7,2/9,1/32.42044575
3,1/4,1/6,2/7,1/9,1/24.88563
3,1/4,1/6,2/7,2/9,1/21.77492625
3,1/4,2/6,1/7,1/9,1/13.7621484
3,1/4,2/6,1/7,2/9,1/12.04187985
3,1/4,2/6,2/7,1/9,1/9.243234
3,1/4,2/6,2/7,2/9,1/8.08782975
3,1/4,3/6,1/7,1/9,1/17.9966556
3,1/4,3/6,1/7,2/9,1/15.74707365
3,1/4,3/6,2/7,1/9,1/12.087306
3,1/4,3/6,2/7,2/9,1/10.57639275
3,1/4,1/6,1/7,1/8,1/25.289418
3,1/4,1/6,1/7,2/8,1/22.12824075
3,1/4,1/6,2/7,1/8,1/16.98543
3,1/4,1/6,2/7,2/8,1/14.86225125
3,1/4,2/6,1/7,1/8,1/9.3932124
3,1/4,2/6,1/7,2/8,1/8.21906085
3,1/4,2/6,2/7,1/8,1/6.308874
3,1/4,2/6,2/7,2/8,1/5.52026475
3,1/4,3/6,1/7,1/8,1/12.2834316
3,1/4,3/6,1/7,2/8,1/10.74800265
3,1/4,3/6,2/7,1/8,1/8.250066
3,1/4,3/6,2/7,2/8,1/7.21880775
3,1/4,1/5,1/9,1/10,1/40.02075
3,1/4,2/5,1/9,1/10,1/14.86485
3,1/4,3/5,1/9,1/10,1/19.43865
3,1/4,1/5,1/9,1/10,2/42.22189125
3,1/4,2/5,1/9,1/10,2/15.68241675
3,1/4,3/5,1/9,1/10,2/20.50777575
3,1/4,1/5,1/8,1/10,1/27.31575
3,1/4,2/5,1/8,1/10,1/10.14585
3,1/4,3/5,1/8,1/10,1/13.26765
3,1/4,1/5,1/8,1/10,2/28.81811625
3,1/4,2/5,1/8,1/10,2/10.70387175
3,1/4,3/5,1/8,1/10,2/13.99737075
3,1/4,1/5,1/8,1/9,1/43.02230625
3,1/4,2/5,1/8,1/9,1/15.97971375
3,1/4,3/5,1/8,1/9,1/20.89654875
3,1/4,1/5,1/7,1/10,1/19.3116
3,1/4,1/5,1/7,2/10,1/16.89765
3,1/4,2/5,1/7,1/10,1/7.17288
3,1/4,2/5,1/7,2/10,1/6.27627
3,1/4,3/5,1/7,1/10,1/9.37992
3,1/4,3/5,1/7,2/10,1/8.20743
3,1/4,1/5,1/7,1/10,2/20.373738
3,1/4,1/5,1/7,2/10,2/17.82702075
3,1/4,2/5,1/7,1/10,2/7.5673884
3,1/4,2/5,1/7,2/10,2/6.62146485
3,1/4,3/5,1/7,1/10,2/9.8958156
3,1/4,3/5,1/7,2/10,2/8.65883865
3,1/4,1/5,1/7,1/9,1/30.41577
3,1/4,1/5,1/7,2/9,1/26.61379875
3,1/4,2/5,1/7,1/9,1/11.297286
3,1/4,2/5,1/7,2/9,1/9.88512525
3,1/4,3/5,1/7,1/9,1/14.773374
3,1/4,3/5,1/7,2/9,1/12.92670225
3,1/4,1/5,1/7,1/8,1/20.75997
3,1/4,1/5,1/7,2/8,1/18.16497375
3,1/4,2/5,1/7,1/8,1/7.710846
3,1/4,2/5,1/7,2/8,1/6.74699025
3,1/4,3/5,1/7,1/8,1/10.083414
3,1/4,3/5,1/7,2/8,1/8.82298725
3,1/4,1/5,1/6,1/10,1/25.53705
3,1/4,1/5,1/6,2/10,1/17.15175
3,1/4,2/5,1/6,1/10,1/9.48519
3,1/4,2/5,1/6,2/10,1/6.37065
3,1/4,3/5,1/6,1/10,1/12.40371
3,1/4,3/5,1/6,2/10,1/8.33085
3,1/4,1/5,1/6,1/10,2/26.94158775
3,1/4,1/5,1/6,2/10,2/18.09509625
3,1/4,2/5,1/6,1/10,2/10.00687545
3,1/4,2/5,1/6,2/10,2/6.72103575
3,1/4,3/5,1/6,1/10,2/13.08591405
3,1/4,3/5,1/6,2/10,2/8.78904675
3,1/4,1/5,1/6,1/9,1/40.22085375
3,1/4,1/5,1/6,2/9,1/27.01400625
3,1/4,2/5,1/6,1/9,1/14.93917425
3,1/4,2/5,1/6,2/9,1/10.03377375
3,1/4,3/5,1/6,1/9,1/19.53584325
3,1/4,3/5,1/6,2/9,1/13.12108875
3,1/4,1/5,1/6,1/8,1/27.45232875
3,1/4,1/5,1/6,2/8,1/18.43813125
3,1/4,2/5,1/6,1/8,1/10.19657925
3,1/4,2/5,1/6,2/8,1/6.84844875
3,1/4,3/5,1/6,1/8,1/13.33398825
3,1/4,3/5,1/6,2/8,1/8.95566375
3,1/4,1/5,1/6,1/7,1/19.408158
3,1/4,1/5,1/6,2/7,1/13.03533
3,1/4,2/5,1/6,1/7,1/7.2087444
3,1/4,2/5,1/6,2/7,1/4.841694
3,1/4,3/5,1/6,1/7,1/9.4268196
3,1/4,3/5,1/6,2/7,1/6.331446
3,1/4,1/5,1/6,1/7,2/16.98213825
3,1/4,1/5,1/6,2/7,2/11.40591375
3,1/4,2/5,1/6,1/7,2/6.30765135
3,1/4,2/5,1/6,2/7,2/4.23648225
3,1/4,3/5,1/6,1/7,2/8.24846715
3,1/4,3/5,1/6,2/7,2/5.54001525
2,1/7,1/8,1/9,1/10,1/56.206332
2,1/7,2/8,1/9,1/10,1/46.83861
2,1/7,1/8,1/9,1/10,2/59.29768026
2,1/7,2/8,1/9,1/10,2/49.41473355
2,1/6,1/8,1/9,1/10,1/74.3254785
2,1/6,2/8,1/9,1/10,1/47.54295
2,1/6,1/8,1/9,1/10,2/78.4133798175
2,1/6,2/8,1/9,1/10,2/50.15781225
2,1/6,1/7,1/9,1/10,1/52.5463848
2,1/6,1/7,2/9,1/10,1/43.788654
2,1/6,2/7,1/9,1/10,1/33.61176
2,1/6,2/7,2/9,1/10,1/29.41029
2,1/6,1/7,1/9,1/10,2/55.436435964
2,1/6,1/7,2/9,1/10,2/46.19702997
2,1/6,2/7,1/9,1/10,2/35.4604068
2,1/6,2/7,2/9,1/10,2/31.02785595
2,1/6,1/7,1/8,1/10,1/35.8649928
2,1/6,1/7,2/8,1/10,1/29.887494
2,1/6,2/7,1/8,1/10,1/22.94136
2,1/6,2/7,2/8,1/10,1/20.07369
2,1/6,1/7,1/8,1/10,2/37.837567404
2,1/6,1/7,2/8,1/10,2/31.53130617
2,1/6,2/7,1/8,1/10,2/24.2031348
2,1/6,2/7,2/8,1/10,2/21.17774295
2,1/6,1/7,1/8,1/9,1/56.48736366
2,1/6,1/7,2/8,1/9,1/47.07280305
2,1/6,2/7,1/8,1/9,1/36.132642
2,1/6,2/7,2/8,1/9,1/31.61606175
2,1/5,1/8,1/9,1/10,1/61.0134525
2,1/5,1/8,1/9,1/10,2/64.3691923875
2,1/5,1/7,1/9,1/10,1/43.135092
2,1/5,1/7,2/9,1/10,1/35.94591
2,1/5,1/7,1/9,1/10,2/45.50752206
2,1/5,1/7,2/9,1/10,2/37.92293505
2,1/5,1/7,1/8,1/10,1/29.441412
2,1/5,1/7,2/8,1/10,1/24.53451
2,1/5,1/7,1/8,1/10,2/31.06068966
2,1/5,1/7,2/8,1/10,2/25.88390805
2,1/5,1/7,1/8,1/9,1/46.3702239
2,1/5,1/7,2/8,1/9,1/38.64185325
2,1/5,1/6,1/9,1/10,1/57.0404835
2,1/5,1/6,2/9,1/10,1/36.48645
2,1/5,1/6,1/9,1/10,2/60.1777100925
2,1/5,1/6,2/9,1/10,2/38.49320475
2,1/5,1/6,1/8,1/10,1/38.9323935
2,1/5,1/6,2/8,1/10,1/24.90345
2,1/5,1/6,1/8,1/10,2/41.0736751425
2,1/5,1/6,2/8,1/10,2/26.27313975
2,1/5,1/6,1/8,1/9,1/61.3185197625
2,1/5,1/6,2/8,1/9,1/39.22293375
2,1/5,1/6,1/7,1/10,1/27.5242968
2,1/5,1/6,1/7,2/10,1/22.936914
2,1/5,1/6,2/7,1/10,1/17.60616
2,1/5,1/6,2/7,2/10,1/15.40539
2,1/5,1/6,1/7,1/10,2/29.038133124
2,1/5,1/6,1/7,2/10,2/24.19844427
2,1/5,1/6,2/7,1/10,2/18.5744988
2,1/5,1/6,2/7,2/10,2/16.25268645
2,1/5,1/6,1/7,1/9,1/43.35076746
2,1/5,1/6,1/7,2/9,1/36.12563955
2,1/5,1/6,2/7,1/9,1/27.729702
2,1/5,1/6,2/7,2/9,1/24.26348925
2,1/5,1/6,1/7,1/8,1/29.58861906
2,1/5,1/6,1/7,2/8,1/24.65718255
2,1/5,1/6,2/7,1/8,1/18.926622
2,1/5,1/6,2/7,2/8,1/16.56079425
2,1/4,1/8,1/9,1/10,1/129.422475
2,1/4,2/8,1/9,1/10,1/45.7821
2,1/4,3/8,1/9,1/10,1/62.862345
2,1/4,1/8,1/9,1/10,2/136.540711125
2,1/4,2/8,1/9,1/10,2/48.3001155
2,1/4,3/8,1/9,1/10,2/66.319773975
2,1/4,1/7,1/9,1/10,1/91.49868
2,1/4,1/7,2/9,1/10,1/76.2489
2,1/4,2/7,1/9,1/10,1/32.36688
2,1/4,2/7,2/9,1/10,1/28.32102
2,1/4,3/7,1/9,1/10,1/44.442216
2,1/4,3/7,2/9,1/10,1/37.03518
2,1/4,1/7,1/9,1/10,2/96.5311074
2,1/4,1/7,2/9,1/10,2/80.4425895
2,1/4,2/7,1/9,1/10,2/34.1470584
2,1/4,2/7,2/9,1/10,2/29.8786761
2,1/4,3/7,1/9,1/10,2/46.88653788
2,1/4,3/7,2/9,1/10,2/39.0721149
2,1/4,1/7,1/8,1/10,1/62.45148
2,1/4,1/7,2/8,1/10,1/52.0429
2,1/4,2/7,1/8,1/10,1/22.09168
2,1/4,2/7,2/8,1/10,1/19.33022
2,1/4,3/7,1/8,1/10,1/30.333576
2,1/4,3/7,2/8,1/10,1/25.27798
2,1/4,1/7,1/8,1/10,2/65.8863114
2,1/4,1/7,2/8,1/10,2/54.9052595
2,1/4,2/7,1/8,1/10,2/23.3067224
2,1/4,2/7,2/8,1/10,2/20.3933821
2,1/4,3/7,1/8,1/10,2/32.00192268
2,1/4,3/7,2/8,1/10,2/26.6682689
2,1/4,1/7,1/8,1/9,1/98.361081
2,1/4,1/7,2/8,1/9,1/81.9675675
2,1/4,2/7,1/8,1/9,1/34.794396
2,1/4,2/7,2/8,1/9,1/30.4450965
2,1/4,3/7,1/8,1/9,1/47.7753822
2,1/4,3/7,2/8,1/9,1/39.8128185
2,1/4,1/6,1/9,1/10,1/120.994965
2,1/4,1/6,2/9,1/10,1/77.3955
2,1/4,2/6,1/9,1/10,1/42.80094
2,1/4,2/6,2/9,1/10,1/28.7469
2,1/4,3/6,1/9,1/10,1/58.768983
2,1/4,3/6,2/9,1/10,1/37.5921
2,1/4,1/6,1/9,1/10,2/127.649688075
2,1/4,1/6,2/9,1/10,2/81.6522525
2,1/4,2/6,1/9,1/10,2/45.1549917
2,1/4,2/6,2/9,1/10,2/30.3279795
2,1/4,3/6,1/9,1/10,2/62.001277065
2,1/4,3/6,2/9,1/10,2/39.6596655
2,1/4,1/6,1/8,1/10,1/82.583865
2,1/4,1/6,2/8,1/10,1/52.8255
2,1/4,2/6,1/8,1/10,1/29.21334
2,1/4,2/6,2/8,1/10,1/19.6209
2,1/4,3/6,1/8,1/10,1/40.112163
2,1/4,3/6,2/8,1/10,1/25.6581
2,1/4,1/6,1/8,1/10,2/87.125977575
2,1/4,1/6,2/8,1/10,2/55.7309025
2,1/4,2/6,1/8,1/10,2/30.8200737
2,1/4,2/6,2/8,1/10,2/20.7000495
2,1/4,3/6,1/8,1/10,2/42.318331965
2,1/4,3/6,2/8,1/10,2/27.0692955
2,1/4,1/6,1/8,1/9,1/130.069587375
2,1/4,1/6,2/8,1/9,1/83.2001625
2,1/4,2/6,1/8,1/9,1/46.0110105
2,1/4,2/6,2/8,1/9,1/30.9029175
2,1/4,3/6,1/8,1/9,1/63.176656725
2,1/4,3/6,2/8,1/9,1/40.4115075
2,1/4,1/6,1/7,1/10,1/58.384872
2,1/4,1/6,1/7,2/10,1/48.65406
2,1/4,1/6,2/7,1/10,1/37.3464
2,1/4,1/6,2/7,2/10,1/32.6781
2,1/4,2/6,1/7,1/10,1/20.653152
2,1/4,2/6,1/7,2/10,1/18.071508
2,1/4,2/6,2/7,1/10,1/13.87152
2,1/4,2/6,2/7,2/10,1/12.13758
2,1/4,3/6,1/7,1/10,1/28.3583664
2,1/4,3/6,1/7,2/10,1/23.631972
2,1/4,3/6,2/7,1/10,1/18.13968
2,1/4,3/6,2/7,2/10,1/15.87222
2,1/4,1/6,1/7,1/10,2/61.59603996
2,1/4,1/6,1/7,2/10,2/51.3300333
2,1/4,1/6,2/7,1/10,2/39.400452
2,1/4,1/6,2/7,2/10,2/34.4753955
2,1/4,2/6,1/7,1/10,2/21.78907536
2,1/4,2/6,1/7,2/10,2/19.06544094
2,1/4,2/6,2/7,1/10,2/14.6344536
2,1/4,2/6,2/7,2/10,2/12.8051469
2,1/4,3/6,1/7,1/10,2/29.918076552
2,1/4,3/6,1/7,2/10,2/24.93173046
2,1/4,3/6,2/7,1/10,2/19.1373624
2,1/4,3/6,2/7,2/10,2/16.7451921
2,1/4,1/6,1/7,1/9,1/91.9561734
2,1/4,1/6,1/7,2/9,1/76.6301445
2,1/4,1/6,2/7,1/9,1/58.82058
2,1/4,1/6,2/7,2/9,1/51.4680075
2,1/4,2/6,1/7,1/9,1/32.5287144
2,1/4,2/6,1/7,2/9,1/28.4626251
2,1/4,2/6,2/7,1/9,1/21.847644
2,1/4,2/6,2/7,2/9,1/19.1166885
2,1/4,3/6,1/7,1/9,1/44.66442708
2,1/4,3/6,1/7,2/9,1/37.2203559
2,1/4,3/6,2/7,1/9,1/28.569996
2,1/4,3/6,2/7,2/9,1/24.9987465
2,1/4,1/6,1/7,1/8,1/62.7637374
2,1/4,1/6,1/7,2/8,1/52.3031145
2,1/4,1/6,2/7,1/8,1/40.14738
2,1/4,1/6,2/7,2/8,1/35.1289575
2,1/4,2/6,1/7,1/8,1/22.2021384
2,1/4,2/6,1/7,2/8,1/19.4268711
2,1/4,2/6,2/7,1/8,1/14.911884
2,1/4,2/6,2/7,2/8,1/13.0478985
2,1/4,3/6,1/7,1/8,1/30.48524388
2,1/4,3/6,1/7,2/8,1/25.4043699
2,1/4,3/6,2/7,1/8,1/19.500156
2,1/4,3/6,2/7,2/8,1/17.0626365
2,1/4,1/5,1/9,1/10,1/99.324225
2,1/4,2/5,1/9,1/10,1/35.1351
2,1/4,3/5,1/9,1/10,1/48.243195
2,1/4,1/5,1/9,1/10,2/104.787057375
2,1/4,2/5,1/9,1/10,2/37.0675305
2,1/4,3/5,1/9,1/10,2/50.896570725
2,1/4,1/5,1/8,1/10,1/67.792725
2,1/4,2/5,1/8,1/10,1/23.9811
2,1/4,3/5,1/8,1/10,1/32.927895
2,1/4,1/5,1/8,1/10,2/71.521324875
2,1/4,2/5,1/8,1/10,2/25.3000605
2,1/4,3/5,1/8,1/10,2/34.738929225
2,1/4,1/5,1/8,1/9,1/106.773541875
2,1/4,2/5,1/8,1/9,1/37.7702325
2,1/4,3/5,1/8,1/9,1/51.861434625
2,1/4,1/5,1/7,1/10,1/47.92788
2,1/4,1/5,1/7,2/10,1/39.9399
2,1/4,2/5,1/7,1/10,1/16.95408
2,1/4,2/5,1/7,2/10,1/14.83482
2,1/4,3/5,1/7,1/10,1/23.279256
2,1/4,3/5,1/7,2/10,1/19.39938
2,1/4,1/5,1/7,1/10,2/50.5639134
2,1/4,1/5,1/7,2/10,2/42.1365945
2,1/4,2/5,1/7,1/10,2/17.8865544
2,1/4,2/5,1/7,2/10,2/15.6507351
2,1/4,3/5,1/7,1/10,2/24.55961508
2,1/4,3/5,1/7,2/10,2/20.4663459
2,1/4,1/5,1/7,1/9,1/75.486411
2,1/4,1/5,1/7,2/9,1/62.9053425
2,1/4,2/5,1/7,1/9,1/26.702676
2,1/4,2/5,1/7,2/9,1/23.3648415
2,1/4,3/5,1/7,1/9,1/36.6648282
2,1/4,3/5,1/7,2/9,1/30.5540235
2,1/4,1/5,1/7,1/8,1/51.522471
2,1/4,1/5,1/7,2/8,1/42.9353925
2,1/4,2/5,1/7,1/8,1/18.225636
2,1/4,2/5,1/7,2/8,1/15.9474315
2,1/4,3/5,1/7,1/8,1/25.0252002
2,1/4,3/5,1/7,2/8,1/20.8543335
2,1/4,1/5,1/6,1/10,1/63.378315
2,1/4,1/5,1/6,2/10,1/40.5405
2,1/4,2/5,1/6,1/10,1/22.41954
2,1/4,2/5,1/6,2/10,1/15.0579
2,1/4,3/5,1/6,1/10,1/30.783753
2,1/4,3/5,1/6,2/10,1/19.6911
2,1/4,1/5,1/6,1/10,2/66.864122325
2,1/4,1/5,1/6,2/10,2/42.7702275
2,1/4,2/5,1/6,1/10,2/23.6526147
2,1/4,2/5,1/6,2/10,2/15.8860845
2,1/4,3/5,1/6,1/10,2/32.476859415
2,1/4,3/5,1/6,2/10,2/20.7741105
2,1/4,1/5,1/6,1/9,1/99.820846125
2,1/4,1/5,1/6,2/9,1/63.8512875
2,1/4,2/5,1/6,1/9,1/35.3107755
2,1/4,2/5,1/6,2/9,1/23.7161925
2,1/4,3/5,1/6,1/9,1/48.484410975
2,1/4,3/5,1/6,2/9,1/31.0134825
2,1/4,1/5,1/6,1/8,1/68.131688625
2,1/4,1/5,1/6,2/8,1/43.5810375
2,1/4,2/5,1/6,1/8,1/24.1010055
2,1/4,2/5,1/6,2/8,1/16.1872425
2,1/4,3/5,1/6,1/8,1/33.092534475
2,1/4,3/5,1/6,2/8,1/21.1679325
2,1/4,1/5,1/6,1/7,1/48.1675194
2,1/4,1/5,1/6,2/7,1/30.81078
2,1/4,2/5,1/6,1/7,1/17.0388504
2,1/4,2/5,1/6,2/7,1/11.444004
2,1/4,3/5,1/6,1/7,1/23.39565228
2,1/4,3/5,1/6,2/7,1/14.965236
2,1/4,1/5,1/6,1/7,2/40.1395995
2,1/4,1/5,1/6,2/7,2/26.9594325
2,1/4,2/5,1/6,1/7,2/14.9089941
2,1/4,2/5,1/6,2/7,2/10.0135035
2,1/4,3/5,1/6,1/7,2/19.4963769
2,1/4,3/5,1/6,2/7,2/13.0945815
2,1/3,1/8,1/9,1/10,1/38.7387
2,1/3,1/8,1/9,1/10,2/40.8693285
2,1/3,1/7,1/9,1/10,1/27.38736
2,1/3,1/7,2/9,1/10,1/23.96394
2,1/3,1/7,1/9,1/10,2/28.8936648
2,1/3,1/7,2/9,1/10,2/25.2819567
2,1/3,1/7,1/8,1/10,1/18.69296
2,1/3,1/7,2/8,1/10,1/16.35634
2,1/3,1/7,1/8,1/10,2/19.7210728
2,1/3,1/7,2/8,1/10,2/17.2559387
2,1/3,1/7,1/8,1/9,1/29.441412
2,1/3,1/7,2/8,1/9,1/25.7612355
2,1/3,1/6,1/9,1/10,1/36.21618
2,1/3,1/6,2/9,1/10,1/24.3243
2,1/3,1/6,1/9,1/10,2/38.2080699
2,1/3,1/6,2/9,1/10,2/25.6621365
2,1/3,1/6,1/8,1/10,1/24.71898
2,1/3,1/6,2/8,1/10,1/16.6023
2,1/3,1/6,1/8,1/10,2/26.0785239
2,1/3,1/6,2/8,1/10,2/17.5154265
2,1/3,1/6,1/8,1/9,1/38.9323935
2,1/3,1/6,2/8,1/9,1/26.1486225
2,1/3,1/6,1/7,1/10,1/17.475744
2,1/3,1/6,1/7,2/10,1/15.291276
2,1/3,1/6,2/7,1/10,1/11.73744
2,1/3,1/6,2/7,2/10,1/10.27026
2,1/3,1/6,1/7,1/10,2/18.43690992
2,1/3,1/6,1/7,2/10,2/16.13229618
2,1/3,1/6,2/7,1/10,2/12.3829992
2,1/3,1/6,2/7,2/10,2/10.8351243
2,1/3,1/6,1/7,1/9,1/27.5242968
2,1/3,1/6,1/7,2/9,1/24.0837597
2,1/3,1/6,2/7,1/9,1/18.486468
2,1/3,1/6,2/7,2/9,1/16.1756595
2,1/3,1/6,1/7,1/8,1/18.7864248
2,1/3,1/6,1/7,2/8,1/16.4381217
2,1/3,1/6,2/7,1/8,1/12.617748
2,1/3,1/6,2/7,2/8,1/11.0405295
2,1/3,1/5,1/9,1/10,1/29.7297
2,1/3,1/5,1/9,1/10,2/31.3648335
2,1/3,1/5,1/8,1/10,1/20.2917
2,1/3,1/5,1/8,1/10,2/21.4077435
2,1/3,1/5,1/8,1/9,1/31.9594275
2,1/3,1/5,1/7,1/10,1/14.34576
2,1/3,1/5,1/7,2/10,1/12.55254
2,1/3,1/5,1/7,1/10,2/15.1347768
2,1/3,1/5,1/7,2/10,2/13.2429297
2,1/3,1/5,1/7,1/9,1/22.594572
2,1/3,1/5,1/7,2/9,1/19.7702505
2,1/3,1/5,1/7,1/8,1/15.421692
2,1/3,1/5,1/7,2/8,1/13.4939805
2,1/3,1/5,1/6,1/10,1/18.97038
2,1/3,1/5,1/6,2/10,1/12.7413
2,1/3,1/5,1/6,1/10,2/20.0137509
2,1/3,1/5,1/6,2/10,2/13.4420715
2,1/3,1/5,1/6,1/9,1/29.8783485
2,1/3,1/5,1/6,2/9,1/20.0675475
2,1/3,1/5,1/6,1/8,1/20.3931585
2,1/3,1/5,1/6,2/8,1/13.6968975
2,1/3,1/5,1/6,1/7,1/14.4174888
2,1/3,1/5,1/6,2/7,1/9.683388
2,1/3,1/5,1/6,1/7,2/12.6153027
2,1/3,1/5,1/6,2/7,2/8.4729645
2,1/3,1/4,1/9,1/10,1/63.063
2,1/3,1/4,2/9,1/10,1/23.4234
2,1/3,1/4,3/9,1/10,1/30.6306
2,1/3,1/4,1/9,1/10,2/66.531465
2,1/3,1/4,2/9,1/10,2/24.711687
2,1/3,1/4,3/9,1/10,2/32.315283
2,1/3,1/4,1/8,1/10,1/43.043
2,1/3,1/4,2/8,1/10,1/15.9874
2,1/3,1/4,3/8,1/10,1/20.9066
2,1/3,1/4,1/8,1/10,2/45.410365
2,1/3,1/4,2/8,1/10,2/16.866707
2,1/3,1/4,3/8,1/10,2/22.056463
2,1/3,1/4,1/8,1/9,1/67.792725
2,1/3,1/4,2/8,1/9,1/25.180155
2,1/3,1/4,3/8,1/9,1/32.927895
2,1/3,1/4,1/7,1/10,1/30.4304
2,1/3,1/4,1/7,2/10,1/26.6266
